kda,dmg_to_champions,gold_diff_15,exp_diff_15,kill_participation,objective_damage,vision_score,gold_diff_end,exp_diff_end,role,win_loss
4.33,10161,-1817,-1318,65,1281,75,-2471,-2693,5,0
1.25,22964,411,1538,31.2,15033,6,3400,5285,1,1
3.75,19474,661,-324,46.9,49406,18,1739,4376,2,1
2.25,12143,-1393,-1820,28.1,8769,16,-2859,-869,3,1
6.67,33609,4331,767,62.5,43681,15,6309,761,4,1
22,5033,1817,1318,68.8,1630,41,2471,2693,5,1
2,18033,2138,1826,18.2,9586,5,2036,2349,1,1
4.33,16299,1512,1281,39.4,34034,15,3592,5377,2,1
14,15410,1910,625,42.4,2475,18,2820,955,3,1
17,15699,1035,472,51.5,18887,14,2639,2254,4,1
9,11740,1584,949,54.5,10364,36,2523,1790,5,1
0.5,12215,-2138,-1826,30,864,11,-2036,-2349,1,0
0.44,11376,-1512,-1281,40,702,9,-3592,-5377,2,0
0.67,11246,-1910,-625,40,483,14,-2820,-955,3,0
0.5,21395,-1035,-472,40,1365,11,-2639,-2254,4,0
1.25,3891,-1584,-949,50,42,32,-2523,-1790,5,0
5,7877,104,-282,26.3,1415,6,665,242,1,1
12,10066,3483,2696,63.2,31999,13,3713,3044,2,1
4.5,11264,421,188,47.4,375,8,1280,1371,3,1
6,7086,989,305,31.6,5356,2,1289,444,4,1
12,2162,1250,1315,63.2,1277,15,1348,2309,5,1
0.25,11114,-104,282,25,272,1,-665,-242,1,0
0.33,7336,-3483,-2696,50,0,3,-3713,-3044,2,0
0.75,8507,-421,-188,75,0,6,-1280,-1371,3,0
0.33,8184,-989,-305,25,0,7,-1289,-444,4,0
1,3838,-1250,-1315,50,0,15,-1348,-2309,5,0
2.12,51664,776,2322,51.5,3971,13,-2331,-5051,1,0
1.11,15340,21,-255,30.3,17497,29,-3827,-4883,2,0
2.44,53056,-637,-1091,66.7,14611,16,2901,1510,3,0
5.25,36064,-149,849,63.6,8465,16,-764,838,4,0
4.8,14082,-272,-643,72.7,4998,76,-850,1384,5,0
2.14,49972,-776,-2322,42.9,35459,12,2331,5051,1,1
2.5,27208,-21,255,42.9,61073,56,3827,4883,2,1
2.83,33009,637,1091,48.6,13772,15,-2901,-1510,3,1
2.5,40083,149,-849,42.9,45647,32,764,-838,4,1
2.25,11216,272,643,51.4,4081,73,850,-1384,5,1
2.88,49365,3475,2074,42.6,7445,18,6204,5013,1,1
2.67,28359,330,-371,44.4,44144,28,2176,3560,2,1
4.4,35605,-1401,-496,40.7,7853,41,-3550,-1537,3,1
3.62,39032,1913,1191,53.7,38368,27,2953,2524,4,1
4.83,29468,583,-57,53.7,5219,90,1916,650,5,1
0.67,30666,-3475,-2074,33.3,4901,20,-6204,-5013,1,0
1.19,18386,-330,371,52.8,32639,49,-2176,-3560,2,0
5.75,41340,1401,496,63.9,10762,29,3550,1537,3,0
1.33,26265,-1913,-1191,33.3,22045,7,-2953,-2524,4,0
2.86,7429,-583,57,55.6,3781,99,-1916,-650,5,0
3.17,41858,692,819,48.7,14837,20,7889,7036,1,1
5.5,20405,547,-793,56.4,29251,27,2744,3248,2,1
1.29,21862,-1391,-15,23.1,13417,16,-3124,-416,3,1
2.56,25195,-1785,-324,59,18175,15,1298,1965,4,1
1.91,8491,-982,84,53.8,2081,59,-144,799,5,1
0.67,20640,-692,-819,21.6,6731,6,-7889,-7036,1,0
5.25,15084,-547,793,56.8,21032,24,-2744,-3248,2,0
3.67,32642,1391,15,59.5,7191,14,3124,416,3,0
2.57,20567,1785,324,48.6,18025,21,-1298,-1965,4,0
2.4,9008,982,-84,64.9,5512,80,144,-799,5,0
3,9466,4358,2911,42.9,1791,8,4508,3119,1,1
7,5872,1742,1051,50,13749,10,1798,1218,2,1
2.33,4517,-1650,-805,50,2506,10,-1650,-805,3,1
0.5,2172,975,1588,7.1,3887,7,846,1445,4,1
3,4377,664,-42,21.4,368,16,755,79,5,1
0,5144,-4358,-2911,0,0,6,-4508,-3119,1,0
0.75,2263,-1742,-1051,33.3,189,9,-1798,-1218,2,0
2.33,10450,1650,805,77.8,972,5,1650,805,3,0
2,4406,-975,-1588,44.4,442,14,-846,-1445,4,0
1,4055,-664,42,22.2,235,26,-755,-79,5,0
0.75,17915,-1814,-901,13.6,319,11,-5682,-4666,1,0
2,10493,1857,1364,36.4,0,16,-1099,-2643,2,0
2.5,29031,45,107,45.5,6229,7,-1273,-1036,3,0
2.17,35011,478,417,59.1,1189,21,-868,-966,4,0
1.83,8188,706,1096,50,649,77,-1181,-2070,5,0
2.2,35501,1814,901,45.8,26893,11,5682,4666,1,1
6,11252,-1857,-1364,50,50571,21,1099,2643,2,1
3,24101,-45,-107,50,10353,11,1273,1036,3,1
2.29,27886,-478,-417,66.7,13543,13,868,966,4,1
5,13223,-706,-1096,83.3,4857,71,1181,2070,5,1
2.29,44955,1207,822,34,17766,5,553,-768,1,1
2,19513,1033,664,34,50713,30,3434,4638,2,1
4,39739,450,1404,51.1,5191,18,138,2687,3,1
5.6,23805,1106,-492,59.6,24803,30,616,-2461,4,1
5.4,21577,592,440,57.4,7414,65,-2,978,5,1
2.14,56576,-1207,-822,48.4,3695,6,-553,768,1,0
0.5,26739,-1033,-664,25.8,7715,13,-3434,-4638,2,0
1.56,32748,-450,-1404,45.2,2915,10,-138,-2687,3,0
5.25,27075,-1106,492,67.7,5165,9,-616,2461,4,0
1.18,23918,-592,-440,41.9,3644,78,2,-978,5,0
0.67,16184,-631,-371,44.4,3903,9,-2547,-2177,1,0
0.75,4207,-851,-766,33.3,5047,17,-1385,-2107,2,0
0.5,15330,-371,-298,33.3,941,6,-1030,-4143,3,0
0.5,6753,-1734,190,11.1,2185,9,-2708,-340,4,0
0.25,3378,-472,-587,22.2,156,27,-1512,-2005,5,0
3.75,27116,631,371,57.7,8936,12,2547,2177,1,1
13,9128,851,766,50,31417,10,1385,2107,2,1
7,8336,371,298,53.8,825,12,1030,4143,3,1
16,14003,1734,-190,61.5,24828,12,2708,340,4,1
15,6749,472,587,57.7,5136,32,1512,2005,5,1
5,45073,74,1313,27.8,12971,20,1545,3800,1,1
4.17,32999,-35,-16,46.3,52652,23,3259,1155,2,1
9.67,48888,-1122,248,53.7,15465,18,518,1901,3,1
3.67,47461,390,3,61.1,20864,22,-521,2368,4,1
7,21549,1659,1522,64.8,11886,68,3022,3113,5,1
0.71,33705,-74,-1313,19.2,9343,5,-1545,-3800,1,0
1.08,32562,35,16,50,7526,15,-3259,-1155,2,0
1.1,37579,1122,-248,42.3,6827,12,-518,-1901,3,0
1.08,31078,-390,-3,53.8,4345,13,521,-2368,4,0
1.08,11401,-1659,-1522,50,718,71,-3022,-3113,5,0
2.5,50783,1560,1223,66.7,28576,18,711,-2425,1,0
1.45,16019,17,-171,53.3,30442,37,360,-4492,2,0
1.4,27315,-638,-617,46.7,3240,39,-5352,-7675,3,0
1.11,29773,-970,-399,33.3,4646,23,-852,-617,4,0
0.94,15920,-361,-929,53.3,1792,52,-4016,-7036,5,0
1.3,43776,-1560,-1223,23.6,12946,12,-711,2425,1,1
2.12,33350,-17,171,30.9,46049,37,-360,4492,2,1
6.25,54246,638,617,45.5,8990,20,5352,7675,3,1
8.5,72813,970,399,61.8,44598,33,852,617,4,1
11.25,27672,361,929,81.8,8401,60,4016,7036,5,1
1.44,28140,962,2136,38.2,2047,13,700,1462,1,0
1.23,21266,-2396,-2498,47.1,21000,14,-9948,-6980,2,0
1.78,32455,-3133,-2201,47.1,7787,26,-3642,1644,3,0
2.5,17036,162,-292,44.1,20598,18,1520,495,4,0
1.56,13032,-425,470,41.2,5147,37,-277,6,5,0
0.75,19520,-962,-2136,19.6,5220,6,-700,-1462,1,1
3.71,49996,2396,2498,56.5,58000,30,9948,6980,2,1
3.43,46043,3133,2201,52.2,14354,13,3642,-1644,3,1
4.67,24510,-162,292,30.4,18019,20,-1520,-495,4,1
4,7605,425,-470,43.5,10249,76,277,-6,5,1
3.6,27879,1790,2189,52.9,16566,17,3365,2650,1,1
21,33410,1400,414,61.8,71339,27,2968,2191,2,1
2.5,25611,917,259,44.1,6654,17,172,1055,3,1
1.86,22681,-465,-103,38.2,17378,19,1595,2655,4,1
5.5,10635,276,-370,64.7,2948,78,-148,1653,5,1
1.3,18433,-1790,-2189,56.5,3159,28,-3365,-2650,1,0
1.75,17587,-1400,-414,30.4,18968,24,-2968,-2191,2,0
1,23043,-917,-259,34.8,1851,22,-172,-1055,3,0
1.33,15566,465,103,34.8,9003,28,-1595,-2655,4,0
2.17,8312,-276,370,56.5,521,62,148,-1653,5,0
1.91,48790,1185,1942,44.7,14823,23,1378,-265,1,1
3,43693,-1544,-342,57.4,39727,31,-2193,63,2,1
2.86,42755,910,1126,42.6,16874,33,-1662,1533,3,1
1.15,44104,-1677,142,31.9,13335,20,-3741,60,4,1
2.42,46874,776,-180,61.7,19681,60,6065,1688,5,1
3.25,34490,-1185,-1942,50,24656,24,-1378,265,1,0
3.67,36332,1544,342,63.5,11662,43,2193,-63,2,0
2.44,47134,-910,-1126,42.3,19582,23,1662,-1533,3,0
3,45285,1677,-142,51.9,15210,43,3741,-60,4,0
2.83,12657,-776,180,65.4,1655,82,-6065,-1688,5,0
5,37718,414,1562,58.1,2434,13,3509,3885,1,0
4.29,56968,1327,1154,69.8,13095,13,7240,8910,2,0
1.7,33597,-3899,-2256,39.5,1078,15,-6163,1233,4,0
0.36,7973,151,477,9.3,2569,7,-386,-3175,3,0
0.75,3623,-278,-107,20.9,153,25,-2679,-1729,5,0
1.18,33933,-414,-1562,28.9,35082,20,-3509,-3885,1,1
1.67,26425,-1327,-1154,33.3,57814,17,-7240,-8910,2,1
1.83,34141,-151,-477,24.4,11603,19,386,3175,3,1
2.6,60493,3899,2256,57.8,19415,15,6163,-1233,4,1
2.29,16935,278,107,35.6,4704,60,2679,1729,5,1
6,19661,1503,1886,37.5,7223,11,2305,2310,1,1
2.43,15795,527,641,53.1,17293,12,-769,818,2,1
22,28791,3208,1124,68.8,5588,7,5577,807,3,1
8,8445,-1529,101,50,5770,13,-561,1406,4,1
2.8,5958,-551,-522,43.8,1742,50,-789,-66,5,1
0.44,13043,-1503,-1886,23.5,4207,14,-2305,-2310,1,0
2.2,20217,-527,-641,64.7,15123,19,769,-818,2,0
0.83,7291,-3208,-1124,29.4,4025,9,-5577,-807,3,0
1.57,18564,1529,-101,64.7,1278,12,561,-1406,4,0
2.6,8413,551,522,76.5,5677,32,789,66,5,0
8,12327,32,342,24.2,6026,12,1945,2221,1,1
1.8,15210,-1570,-1780,27.3,52101,25,-462,1936,2,1
10,34515,2931,3030,60.6,26405,19,6945,5350,3,1
3.17,29534,2,476,57.6,9573,12,2589,4355,4,1
7,8148,-337,-808,63.6,3852,60,1051,2045,5,1
0.75,19257,-32,-342,17.6,6453,12,-1945,-2221,1,0
1.12,10723,1570,1780,52.9,10919,10,462,-1936,2,0
0.56,13350,-2931,-3030,29.4,3506,10,-6945,-5350,3,0
1.29,30715,-2,-476,52.9,443,15,-2589,-4355,4,0
2,10833,337,808,58.8,133,56,-1051,-2045,5,0
3,13300,1912,2192,22.2,44376,8,1897,2149,1,1
12,10425,509,1033,44.4,35241,20,3440,5377,2,1
3.33,18536,474,99,37,5124,16,1064,2749,3,1
7,20548,1708,584,51.9,24347,14,2474,1079,4,1
14,5704,661,1317,51.9,9420,63,2693,3131,5,1
0.43,13366,-1912,-2192,37.5,2914,10,-1897,-2149,1,0
1.5,3219,-509,-1033,37.5,6474,20,-3440,-5377,2,0
0.67,13826,-474,-99,50,1900,7,-1064,-2749,3,0
0.17,8302,-1708,-584,12.5,1624,20,-2474,-1079,4,0
0.33,3264,-661,-1317,25,663,35,-2693,-3131,5,0
5,7877,104,-282,26.3,1415,6,665,242,1,1
12,10066,3483,2696,63.2,31999,13,3713,3044,2,1
4.5,11264,421,188,47.4,375,8,1280,1371,3,1
6,7086,989,305,31.6,5356,2,1289,444,4,1
12,2162,1250,1315,63.2,1277,15,1348,2309,5,1
0.25,11114,-104,282,25,272,1,-665,-242,1,0
0.33,7336,-3483,-2696,50,0,3,-3713,-3044,2,0
0.75,8507,-421,-188,75,0,6,-1280,-1371,3,0
0.33,8184,-989,-305,25,0,7,-1289,-444,4,0
1,3838,-1250,-1315,50,0,15,-1348,-2309,5,0
2,35552,-485,-73,38.6,14196,10,-2352,1633,1,1
3.5,21131,-452,889,36.8,56856,35,1742,4198,2,1
2.43,22936,747,-5,29.8,3157,19,1363,709,3,1
17,51741,4454,2876,59.6,21529,21,7421,4521,4,1
7.75,38116,1841,1129,54.4,3656,55,4799,2740,5,1
0.94,24128,485,73,50,12563,13,2352,-1633,1,0
1.17,20664,452,-889,46.7,1265,14,-1742,-4198,2,0
1.57,20063,-747,5,36.7,4589,18,-1363,-709,3,0
1,21731,-4454,-2876,36.7,2294,17,-7421,-4521,4,0
1,3944,-1841,-1129,36.7,0,83,-4799,-2740,5,0
20,25666,2183,2615,50,7796,14,6642,5844,1,1
2,13580,-348,-145,35,27795,18,311,2776,2,1
2.2,12850,-2763,-950,27.5,21873,20,-4933,-180,3,1
6.67,35704,2053,241,50,23741,15,5582,2513,4,1
7,8911,271,408,52.5,6283,38,595,1790,5,1
0.42,14756,-2183,-2615,26.3,3441,15,-6642,-5844,1,0
1.5,11942,348,145,63.2,18011,15,-311,-2776,2,0
2.8,20634,2763,950,73.7,4634,10,4933,180,3,0
0.56,11221,-2053,-241,26.3,790,12,-5582,-2513,4,0
1.67,8919,-271,-408,52.6,3336,36,-595,-1790,5,0
1.17,16227,-1776,-1285,70,807,7,-2573,-3515,1,0
1.33,15431,-1210,-997,80,5290,44,-3932,-5394,2,0
0.67,9655,-2853,-949,40,2966,11,-4086,-3134,3,0
2,11720,-558,106,60,1690,23,703,1154,4,0
2.67,6460,-1164,-869,80,613,46,-3847,-580,5,0
3,13029,1776,1285,37.5,22053,10,2573,3515,1,1
3.5,8707,1210,997,29.2,45242,14,3932,5394,2,1
5.33,24693,2853,949,66.7,13274,14,4086,3134,3,1
3.5,10897,558,-106,29.2,26153,17,-703,-1154,4,1
11,21389,1164,869,45.8,7657,48,3847,580,5,1
1.75,16871,-1828,-1898,58.3,5563,25,-8166,-6545,1,0
1.71,14091,-1140,169,50,15475,26,-1582,-2289,2,0
0.8,29264,-473,-797,33.3,6227,12,-1320,-1954,3,0
1.17,35000,2309,1177,58.3,5486,16,940,-3350,4,0
1.27,25592,330,-1054,58.3,5464,43,-2467,-7074,5,0
7,45006,1828,1898,43.8,16935,24,8166,6545,1,1
4.2,32876,1140,-169,43.8,51697,24,1582,2289,2,1
2.57,37624,473,797,37.5,7687,33,1320,1954,3,1
2.4,12681,-2309,-1177,25,12258,20,-940,3350,4,1
6.25,32231,-330,1054,52.1,23763,43,2467,7074,5,1
2,36709,2058,2706,43.8,21745,20,-934,-2104,1,0
0.9,20705,-1546,-1478,28.1,22599,53,-3356,-4306,2,0
3.14,46292,1348,880,68.8,14391,22,-306,-3225,3,0
2,21072,-337,61,31.2,9630,20,-2488,-2670,4,0
0.62,36550,-219,-217,25,2032,76,357,-3050,5,0
2,45195,-2058,-2706,47.6,11026,23,934,2104,1,1
4.8,43791,1546,1478,57.1,55921,26,3356,4306,2,1
3.38,67767,-1348,-880,64.3,17567,23,306,3225,3,1
4.2,42420,337,-61,50,22829,22,2488,2670,4,1
6.25,9376,219,217,59.5,6873,83,-357,3050,5,1
4.5,16036,2060,2220,26.5,8002,18,3623,3099,1,1
4.75,19312,1127,-488,55.9,31580,17,3219,1935,2,1
7,12734,-1325,-1556,41.2,7592,10,-1360,929,3,1
1.67,10974,-555,-463,29.4,12201,9,175,-484,4,1
4,13065,831,719,47.1,2896,51,390,380,5,1
0.14,7894,-2060,-2220,5.6,966,14,-3623,-3099,1,0
1.14,10339,-1127,488,44.4,2009,13,-3219,-1935,2,0
0.86,21384,1325,1556,33.3,1748,8,1360,-929,3,0
0.83,10407,555,463,27.8,2464,13,-175,484,4,0
1.14,6854,-831,-719,44.4,599,38,-390,-380,5,0
5.33,35163,1906,1635,39,30164,16,2978,4637,1,1
7.5,47200,1066,-29,73.2,57793,33,3559,1974,2,1
2,26600,-39,-724,39,11664,19,620,1958,3,1
2.12,40133,-56,-34,41.5,11848,12,277,2136,4,1
8.67,9088,394,871,63.4,4608,63,1139,4656,5,1
2,27433,-1906,-1635,46.2,7380,18,-2978,-4637,1,0
1.67,33876,-1066,29,57.7,12808,19,-3559,-1974,2,0
1.14,21985,39,724,30.8,3202,8,-620,-1958,3,0
0.56,10866,56,34,19.2,2214,16,-277,-2136,4,0
0.9,8555,-394,-871,34.6,1975,69,-1139,-4656,5,0
2.25,30110,35,1565,25.7,739,10,1130,4788,1,1
6.33,10794,393,-410,54.3,26427,12,-114,1212,2,1
2,18097,26,989,28.6,3586,10,-2955,517,3,1
24,36552,4428,1779,68.6,49392,16,10677,6045,4,1
24,7962,675,1550,68.6,2716,49,2898,5661,5,1
0.8,18391,-35,-1565,33.3,2059,12,-1130,-4788,1,0
0.83,14586,-393,410,41.7,19981,11,114,-1212,2,0
1.14,25540,-26,-989,66.7,15349,12,2955,-517,3,0
0.11,8145,-4428,-1779,8.3,344,10,-10677,-6045,4,0
0.38,5988,-675,-1550,25,120,30,-2898,-5661,5,0
4.67,45343,176,164,28,60697,25,1146,-125,1,1
4.2,48806,-364,-327,42,50150,19,4812,5925,2,1
2,39795,2543,2186,36,7431,19,2632,1021,3,1
1.89,43530,-159,143,34,26329,21,-316,5075,4,1
3.29,15033,-1,1330,46,11089,71,89,2584,5,1
1.17,35058,-176,-164,21.2,3815,1,-1146,125,1,0
1.64,25464,364,327,54.5,7650,11,-4812,-5925,2,0
0.8,18857,-2543,-2186,36.4,3447,21,-2632,-1021,3,0
2.56,53554,159,-143,69.7,7277,21,316,-5075,4,0
1.89,26117,1,-1330,51.5,2034,70,-89,-2584,5,0
2,15354,42,-524,44.4,2584,18,-18,-369,1,0
3,8824,1162,4,66.7,5723,24,-514,-1378,2,0
2.8,14496,367,575,77.8,0,14,-505,-145,3,0
2,10504,-415,-831,33.3,2588,20,-5039,-3365,4,0
2,9581,-522,-655,44.4,821,39,-2446,-2980,5,0
0.2,14942,-42,524,5,3517,26,18,369,1,1
4.33,14512,-1162,-4,65,38137,11,514,1378,2,1
1.75,13041,-367,-575,35,11619,15,505,145,3,1
5.33,31250,415,831,80,22358,22,5039,3365,4,1
6,5971,522,655,90,5902,33,2446,2980,5,1
11,36972,815,1054,55,27692,15,7571,9168,1,1
8,35110,-54,-1586,60,36470,30,4112,4736,2,1
2.33,30051,828,197,35,9788,18,4529,3749,3,1
6.5,17440,-84,-913,32.5,12819,21,-82,1465,4,1
7.33,11376,-171,909,55,3611,58,1466,2495,5,1
0.55,24138,-815,-1054,37.5,2737,15,-7571,-9168,1,0
1.5,19799,54,1586,56.2,36323,27,-4112,-4736,2,0
0.6,16922,-828,-197,37.5,3067,12,-4529,-3749,3,0
0.71,18289,84,913,31.2,3806,20,82,-1465,4,0
0.83,11020,171,-909,31.2,4788,73,-1466,-2495,5,0
1.5,22214,-414,-1615,56.2,1204,16,-625,-2355,1,0
1.8,12483,1308,1393,56.2,11311,24,-715,-2282,2,0
1.5,18044,1459,373,56.2,4994,24,199,-1277,3,0
1.25,12581,-1754,-311,31.2,3921,12,-2376,-391,4,0
5.5,8415,-186,-1388,68.8,523,56,-1915,-3453,5,0
4.25,28953,414,1615,73.9,7618,11,625,2355,1,1
2.33,9365,-1308,-1393,30.4,35567,13,715,2282,2,1
3,19236,-1459,-373,52.2,10380,21,-199,1277,3,1
2.75,19514,1754,311,47.8,25343,17,2376,391,4,1
20,6770,186,1388,87,2041,46,1915,3453,5,1
20,36777,2445,1932,58.8,21355,28,9033,6275,1,1
2.25,10521,-864,-1250,26.5,21606,25,-10,343,2,1
4.5,15691,-43,-500,52.9,9116,15,2314,3486,3,1
4.5,17543,-426,-436,52.9,20888,12,1418,1543,4,1
13,8474,-131,-546,76.5,7791,45,3622,3343,5,1
0.14,17523,-2445,-1932,7.1,65,29,-9033,-6275,1,0
0.56,10822,864,1250,35.7,41553,21,10,-343,2,0
0.83,9335,43,500,35.7,8533,17,-2314,-3486,3,0
1.43,20745,426,436,71.4,10509,18,-1418,-1543,4,0
1.8,4787,131,546,64.3,394,63,-3622,-3343,5,0
1.57,30744,649,953,44,14954,18,-1334,-3191,1,0
2.67,14486,-940,-637,64,10257,21,-666,-1748,2,0
0.86,19257,572,585,24,9279,23,14,-2877,3,0
0.91,26352,-1725,-2414,40,6989,18,-3464,-3992,4,0
2.43,14703,180,55,68,5270,66,-520,-1218,5,0
3.75,39605,-649,-953,39.5,3897,19,1334,3191,1,1
6.67,24920,940,637,52.6,49329,30,666,1748,2,1
5.67,27925,-572,-585,44.7,7464,21,-14,2877,3,1
3,31509,1725,2414,55.3,24086,15,3464,3992,4,1
3,13572,-180,-55,63.2,3186,92,520,1218,5,1
2.2,25547,-822,-1090,30.6,11803,19,-3377,-1449,1,1
2.1,22504,-1201,-711,58.3,25933,16,-699,3687,2,1
1.67,28693,-1854,-1055,55.6,10971,9,508,2818,3,1
8.67,46591,719,147,72.2,42672,19,8411,5100,4,1
5,20656,-371,-856,55.6,10387,82,22,1778,5,1
2.14,28306,822,1090,44.1,4555,11,3377,1449,1,0
2.43,15668,1201,711,50,22823,26,699,-3687,2,0
1.7,35627,1854,1055,50,10537,31,-508,-2818,3,0
0.6,12186,-719,-147,8.8,5916,17,-8411,-5100,4,0
2.71,19768,371,856,55.9,7114,63,-22,-1778,5,0
8,15545,3808,3464,38.1,7576,9,4631,4948,1,1
3.75,9937,1052,516,71.4,54883,17,1760,1909,2,1
10,8200,1053,-860,47.6,10007,22,1170,668,3,1
10,12014,-584,732,47.6,3387,10,-988,2199,4,1
3.33,9476,392,-62,47.6,2540,41,885,692,5,1
0,8605,-3808,-3464,0,520,13,-4631,-4948,1,0
2,7097,-1052,-516,60,754,22,-1760,-1909,2,0
1.2,12572,-1053,860,60,0,11,-1170,-668,3,0
1.4,16651,584,-732,70,3343,11,988,-2199,4,0
1.4,2913,-392,62,70,0,50,-885,-692,5,0
1,10386,581,-372,36.4,616,2,589,-517,1,0
1.67,4405,-952,233,45.5,8095,9,-727,620,2,0
1.33,14500,1339,230,72.7,3212,9,1510,516,3,0
0.25,5870,-1642,-1493,9.1,583,6,-2375,-2057,4,0
0.33,3070,-308,-601,9.1,0,19,-534,-1176,5,0
2,7496,-581,372,20,906,13,-589,517,1,1
4.5,9283,952,-233,45,6533,10,727,-620,2,1
1,12144,-1339,-230,30,3277,6,-1510,-516,3,1
9,7739,1642,1493,45,2531,7,2375,2057,4,1
9,4461,308,601,45,118,14,534,1176,5,1
0,7405,697,750,0,2293,7,718,750,1,1
5,4212,1033,1546,45.5,8123,14,991,1421,2,1
7,8443,1601,1631,63.6,458,4,1595,1570,3,1
7,10403,2365,773,63.6,2599,8,2330,673,4,1
7,3329,954,989,63.6,334,7,940,889,5,1
1,8036,-697,-750,33.3,1419,8,-718,-750,1,0
1.5,2600,-1033,-1546,100,11369,8,-991,-1421,2,0
0,3284,-1601,-1631,0,995,7,-1595,-1570,3,0
1,3213,-2365,-773,66.7,0,4,-2330,-673,4,0
0.33,2600,-954,-989,33.3,0,12,-940,-889,5,0
0.93,42707,656,1387,43.8,22544,23,-2775,-2070,1,0
1.45,20734,734,947,50,20778,43,-1715,-6402,2,0
1.91,48519,-929,-209,65.6,2616,23,-1201,-4881,3,0
2.57,57115,-1380,306,56.2,1981,24,-2199,-420,4,0
1.2,38459,-1437,-1117,37.5,2311,85,-1540,-991,5,0
3.29,41156,-656,-1387,42.6,11540,33,2775,2070,1,1
4.14,34766,-734,-947,53.7,51418,17,1715,6402,2,1
4.57,41090,929,209,59.3,8013,25,1201,4881,3,1
6,43962,1380,-306,55.6,76052,41,2199,420,4,1
3.83,48271,1437,1117,42.6,7714,100,1540,991,5,1
0.8,22459,-2669,-3027,16,18184,20,-6492,-3147,1,1
3.11,41958,553,976,56,42465,42,2729,5906,2,1
3.25,43085,-785,-1277,52,11671,41,-1593,3190,3,1
4.11,79715,2103,1690,74,53504,29,8038,3312,4,1
2.36,47478,584,896,52,2554,79,-432,601,5,1
2.71,37712,2669,3027,40.4,23590,19,6492,3147,1,0
1.6,28201,-553,-976,34,50252,22,-2729,-5906,2,0
1.62,38197,785,1277,27.7,6448,15,1593,-3190,3,0
1.87,52252,-2103,-1690,59.6,6162,29,-8038,-3312,4,0
1.7,27092,-584,-896,36.2,6527,75,432,-601,5,0
1.83,21410,-2436,-2381,39.3,5142,17,-1486,-1713,1,1
1.83,24057,-1305,518,39.3,12408,17,-1059,2311,2,1
2.57,38978,1020,151,64.3,2770,18,3896,3914,3,1
4,26708,-1521,-1268,57.1,8624,13,160,-519,4,1
4.25,4752,69,-520,60.7,1370,55,-1186,-1472,5,1
1.6,25867,2436,2381,29.6,18959,26,1486,1713,1,0
4.5,22006,1305,-518,66.7,44992,33,1059,-2311,2,0
1.62,16339,-1020,-151,48.1,5996,25,-3896,-3914,3,0
1.5,25017,1521,1268,33.3,15334,13,-160,519,4,0
2.4,13863,-69,520,44.4,5121,52,1186,1472,5,0
1.5,28102,1558,719,19.6,10712,23,5049,2093,1,1
2.08,28735,-1136,-749,54.3,46558,20,-3697,23,2,1
2.71,28351,-1015,-1442,41.3,7697,15,-4348,-5583,3,1
5,54869,2476,827,65.2,23548,19,6004,1217,4,1
3.57,8184,126,422,54.3,3746,80,-237,1999,5,1
0.33,39561,-1558,-719,7.9,1697,13,-5049,-2093,1,0
2.08,48136,1136,749,65.8,19231,28,3697,-23,2,0
5.33,44054,1015,1442,42.1,11060,14,4348,5583,3,0
2.22,26686,-2476,-827,52.6,9098,24,-6004,-1217,4,0
1.38,18864,-126,-422,47.4,3646,86,237,-1999,5,0
4.17,50912,1530,1664,41.7,15970,25,1531,3075,1,1
2.91,44829,-465,137,53.3,73788,34,-1982,5150,2,1
3.75,62949,-145,-28,50,18473,36,-1171,-688,3,1
2.07,74110,1010,-289,51.7,32092,36,3869,4085,4,1
3.7,21603,-180,585,61.7,1635,65,2549,1727,5,1
1.58,37536,-1530,-1664,38,6120,27,-1531,-3075,1,0
2.92,58757,465,-137,70,32095,30,1982,-5150,2,0
2.73,44686,145,28,60,3464,41,1171,688,3,0
1.45,47403,-1010,289,32,10237,31,-3869,-4085,4,0
1.79,8405,180,-585,50,2325,100,-2549,-1727,5,0
0.7,27076,-1352,-1420,30.4,6725,13,-2073,-3696,1,0
0.6,17410,-1315,-1134,26.1,11750,18,-6870,-7164,2,0
0.8,15395,-1892,-1675,34.8,3984,6,-1452,-1952,3,0
2.2,22505,460,34,47.8,4507,26,1574,-1435,4,0
2.75,9380,964,1221,47.8,1880,62,-445,-1551,5,0
3.33,40364,1352,1420,51.3,18883,11,2073,3696,1,1
9,18937,1315,1134,46.2,67565,39,6870,7164,2,1
4,48708,1892,1675,51.3,27045,17,1452,1952,3,1
0.89,18178,-460,-34,20.5,9537,20,-1574,1435,4,1
14,5439,-964,-1221,35.9,3329,49,445,1551,5,1
0,8346,-2136,-2134,0,2711,7,-3027,-1920,1,0
0.75,11709,-1184,-1118,60,3331,22,-1240,-2513,2,0
0.75,12648,-1415,-1493,30,1296,7,-3161,-2265,3,0
1.67,9669,-114,-1,50,2240,16,-964,-1662,4,0
3,5483,-21,-397,60,543,19,-1173,-1830,5,0
6,13611,2136,2134,24,13965,11,3027,1920,1,1
3.33,11629,1184,1118,40,48879,20,1240,2513,2,1
16,23144,1415,1493,64,10145,13,3161,2265,3,1
2.33,15056,114,1,28,7405,13,964,1662,4,1
2.33,12284,21,397,28,7652,31,1173,1830,5,1
